tensor_name,shard,dtype,shape,rank,parameter_count,payload_bytes,subsystem,component,layer_id,expert_id,initial_text_scope,classification_rule,placement_candidate,notes
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_14.weight,model-00009-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_15.weight,model-00009-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_16.weight,model-00009-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_17.weight,model-00009-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_18.weight,model-00010-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_19.weight,model-00010-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_2.weight,model-00006-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_20.weight,model-00010-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_21.weight,model-00010-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_22.weight,model-00011-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_23.weight,model-00011-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_24.weight,model-00011-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_25.weight,model-00011-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_26.weight,model-00012-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_27.weight,model-00012-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_28.weight,model-00012-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_29.weight,model-00012-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_3.weight,model-00006-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_30.weight,model-00013-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_31.weight,model-00013-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_32.weight,model-00013-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_33.weight,model-00013-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_34.weight,model-00014-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_35.weight,model-00014-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_36.weight,model-00014-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_37.weight,model-00014-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_38.weight,model-00015-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_39.weight,model-00015-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_4.weight,model-00006-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_40.weight,model-00015-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_41.weight,model-00015-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_42.weight,model-00016-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_43.weight,model-00016-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_44.weight,model-00016-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_45.weight,model-00016-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_46.weight,model-00017-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_47.weight,model-00017-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_48.weight,model-00017-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_49.weight,model-00017-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_5.weight,model-00006-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_50.weight,model-00018-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_51.weight,model-00018-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_52.weight,model-00018-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_53.weight,model-00018-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_54.weight,model-00019-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_55.weight,model-00019-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_56.weight,model-00019-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_57.weight,model-00019-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_58.weight,model-00020-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_59.weight,model-00020-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_6.weight,model-00007-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_60.weight,model-00020-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_61.weight,model-00020-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_62.weight,model-00021-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_63.weight,model-00021-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_64.weight,model-00021-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_65.weight,model-00021-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_66.weight,model-00022-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_67.weight,model-00022-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_68.weight,model-00022-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_69.weight,model-00022-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_7.weight,model-00007-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_70.weight,model-00023-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_71.weight,model-00023-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_72.weight,model-00023-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_73.weight,model-00023-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_74.weight,model-00024-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_75.weight,model-00024-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_76.weight,model-00024-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_77.weight,model-00024-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_78.weight,model-00025-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_79.weight,model-00025-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_8.weight,model-00007-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_80.weight,model-00025-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_81.weight,model-00025-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_82.weight,model-00026-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_83.weight,model-00026-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
model.language_model.layers.1.ple.ple_embedding.ngram_embedding.shard_84.weight,model-00026-of-00131.safetensors,BF16,2500012x160,2,400001920,800003840,ple_ngram,ple_embedding_table,1,,REQUIRED_INITIAL_TEXT,KQ-TENSOR-CLASSIFICATION-v1:ple_embedding_table,PLE_PREFETCH_CANDIDATE,
